Artista,Prodotto,Reported Royalty,Percentuale Royalties,Importo Artista
Rokas,Mostri contro fantasmi,5.76067e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0060968876,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0007868755,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0469556986,0.00%,0.0
Rokas,Mostri contro fantasmi,4.0095e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0061489177,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0030439857,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0019564874,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0034104309,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0027283444,0.00%,0.0
Rokas,Mostri contro fantasmi,0.01319435,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1363416173,0.00%,0.0
Rokas,Mostri contro fantasmi,0.03958305,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0219905836,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0043981164,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0034648108,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0043981164,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0087962336,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0024104218,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0024104218,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1319435002,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0087962336,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1363416173,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0019993585,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0727610328,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0054780452,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0023938306,0.00%,0.0
Rokas,Mostri contro fantasmi,0.3342568675,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1205211052,0.00%,0.0
Rokas,Mostri contro fantasmi,0.012970614,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0014161479,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0264507968,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0028322958,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0025664278,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0056645916,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0107755714,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0042778715,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0006618995,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0018496204,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0235101352,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0069471727,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0070530405,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0023510138,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0023510138,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0094040542,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0117550672,0.00%,0.0
Rokas,Mostri contro fantasmi,4.0199e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,4.0199e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0010919986,0.00%,0.0
Rokas,Mostri contro fantasmi,4.0199e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0371279612,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0105983565,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0495004028,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0010919986,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0010919986,0.00%,0.0
Rokas,Mostri contro fantasmi,4.0199e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0043679951,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0001205971,0.00%,0.0
Rokas,Mostri contro fantasmi,0.002605284,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0152879841,0.00%,0.0
Rokas,Mostri contro fantasmi,0.001224552,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0070954664,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0015767706,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0023651552,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0039639686,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0026426454,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0006606616,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0018346153,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0006780409,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0026220692,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0069921848,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0004370114,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0004520267,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0039331042,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0198138486,0.00%,0.0
Rokas,Mostri contro fantasmi,0.1026977202,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0009385529,0.00%,0.0
Rokas,Mostri contro fantasmi,0.015820947,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0001576954,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0006100405,0.00%,0.0
Rokas,Mostri contro fantasmi,0.005098832,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0005062427,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0021850578,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0003326739,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0008740228,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0017480464,0.00%,0.0
Rokas,Mostri contro fantasmi,0.033962811,0.00%,0.0
Rokas,Mostri contro fantasmi,7.59214e-05,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0059934374,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0104650182,0.00%,0.0
Rokas,Mostri contro fantasmi,0.003995625,0.00%,0.0
Rokas,Mostri contro fantasmi,0.0008720851,0.00%,0.0
Rokas,Mostri contro fantasmi,7.59214e-05,0.00%,0.0
testacoda,tt bn,0.00096333,0.00%,0.0
testacoda,tt bn,0.000481665,0.00%,0.0
testacoda,tt bn,0.0006656007,0.00%,0.0
testacoda,tt bn,0.0051143674,0.00%,0.0
testacoda,tt bn,0.0023590663,0.00%,0.0
testacoda,tt bn,0.0004351478,0.00%,0.0
testacoda,tt bn,0.000833232,0.00%,0.0
testacoda,tt bn,5.76067e-05,0.00%,0.0
testacoda,tt bn,0.0015219929,0.00%,0.0
testacoda,tt bn,0.0043981164,0.00%,0.0
testacoda,tt bn,0.0003354555,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.0006656007,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.0011966883,0.00%,0.0
Rokas featuring EDONiCO,Giorni stupidi,0.0307868164,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.0026692696,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.0033280053,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.0017047891,0.00%,0.0
Xander Rolmorton,Rosso Impulso,3.56358e-05,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.0043981164,0.00%,0.0
Xander Rolmorton,Rosso Impulso,0.0021839979,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.000481665,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0006656007,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0011966883,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.026419845,0.00%,0.0
"testacoda, Simone Panetti, Skar & Manfree",pop pop,0.0025664278,0.00%,0.0
Kuzu and Oitido,Argan,0.0039936061,0.00%,0.0
Kuzu and Oitido,Argan,0.0008829043,0.00%,0.0
Kuzu and Oitido,Argan,0.002605284,0.00%,0.0
Pseudospettri,Pseudotape vol. 1,0.000481665,30.00%,0.00014449949999999998
Pseudospettri,Pseudotape vol. 1,0.00096333,30.00%,0.00028899899999999996
Pseudospettri,Pseudotape vol. 1,0.000481665,30.00%,0.00014449949999999998
Pseudospettri,Pseudotape vol. 1,0.014643222,30.00%,0.004392966599999999
Pseudospettri,Pseudotape vol. 1,2.9093e-05,30.00%,8.7279e-06
Pseudospettri,Pseudotape vol. 1,2.9093e-05,30.00%,8.7279e-06
Pseudospettri,Pseudotape vol. 1,0.0017047891,30.00%,0.00051143673
Pseudospettri,Pseudotape vol. 1,0.0013346348,30.00%,0.00040039043999999996
Pseudospettri,Pseudotape vol. 1,0.0034095783,30.00%,0.0010228734899999999
Pseudospettri,Pseudotape vol. 1,0.0046592068,30.00%,0.00139776204
Pseudospettri,Pseudotape vol. 1,2.9093e-05,30.00%,8.7279e-06
Pseudospettri,Pseudotape vol. 1,0.0006504286,30.00%,0.00019512858
Pseudospettri,Pseudotape vol. 1,0.0006656007,30.00%,0.00019968021000000001
Pseudospettri,Pseudotape vol. 1,0.0014565408,30.00%,0.00043696223999999996
Pseudospettri,Pseudotape vol. 1,0.0011795328,30.00%,0.00035385983999999994
Pseudospettri,Pseudotape vol. 1,0.0008829043,30.00%,0.00026487129
Pseudospettri,Pseudotape vol. 1,0.0015886553,30.00%,0.00047659658999999995
Pseudospettri,Pseudotape vol. 1,0.0020322962,30.00%,0.00060968886
Pseudospettri,Pseudotape vol. 1,0.0001152142,30.00%,3.456426e-05
Pseudospettri,Pseudotape vol. 1,0.0020322962,30.00%,0.00060968886
Pseudospettri,Pseudotape vol. 1,5.76067e-05,30.00%,1.728201e-05
Pseudospettri,Pseudotape vol. 1,0.0015886553,30.00%,0.00047659658999999995
Pseudospettri,Pseudotape vol. 1,0.0152199292,30.00%,0.00456597876
Pseudospettri,Pseudotape vol. 1,0.001852945,30.00%,0.0005558834999999999
Pseudospettri,Pseudotape vol. 1,0.0024104218,30.00%,0.00072312654
Pseudospettri,Pseudotape vol. 1,0.0175924664,30.00%,0.00527773992
Pseudospettri,Pseudotape vol. 1,0.0048208446,30.00%,0.0014462533799999998
Pseudospettri,Pseudotape vol. 1,0.0043981164,30.00%,0.00131943492
Pseudospettri,Pseudotape vol. 1,0.001852945,30.00%,0.0005558834999999999
Pseudospettri,Pseudotape vol. 1,0.0043981164,30.00%,0.00131943492
Pseudospettri,Pseudotape vol. 1,0.0009924529,30.00%,0.00029773587000000003
Pseudospettri,Pseudotape vol. 1,3.89351e-05,30.00%,1.168053e-05
Pseudospettri,Pseudotape vol. 1,1.44638e-05,30.00%,4.33914e-06
Pseudospettri,Pseudotape vol. 1,0.0001576954,30.00%,4.730862e-05
Pseudospettri,Pseudotape vol. 1,0.0004370114,30.00%,0.00013110341999999998
Pseudospettri,Pseudotape vol. 1,0.0004370114,30.00%,0.00013110341999999998
Pseudospettri,Pseudotape vol. 1,0.0003036866,30.00%,9.110597999999999e-05
Pseudospettri,Pseudotape vol. 1,0.0019978125,30.00%,0.0005993437499999999
Pseudospettri,Pseudotape vol. 1,0.0002277651,30.00%,6.832953e-05
Pseudospettri,Pseudotape vol. 1,0.0019978125,30.00%,0.0005993437499999999
Pseudospettri,Pseudotape vol. 1,7.59214e-05,30.00%,2.277642e-05
Pseudospettri,Pseudotape vol. 1,0.0008720851,30.00%,0.00026162552999999997
Pseudospettri,Pseudotape vol. 1,0.0079912498,30.00%,0.0023973749399999996
Pseudospettri,Pseudotape vol. 1,7.59214e-05,30.00%,2.277642e-05
Pseudospettri,Pseudotape vol. 1,0.0019978125,30.00%,0.0005993437499999999
Pseudospettri,Pseudotape vol. 1,0.0003036866,30.00%,9.110597999999999e-05
Lanyard,Corpo,0.001996803,15.00%,0.00029952045
b.estye and Misxs,doppelgänger (nel senso che),0.0026624038,0.00%,0.0
Refo,POSTER (Yin & Yang),0.0017047891,4.00%,6.819156400000001e-05
Refo,POSTER (Yin & Yang),0.0019564874,4.00%,7.8259496e-05
Refo,POSTER (Yin & Yang),0.0002856224,4.00%,1.1424896e-05
Refo,POSTER (Yin & Yang),0.0034648108,4.00%,0.000138592432
Refo,POSTER (Yin & Yang),0.001416616,4.00%,5.666464e-05
Refo,POSTER (Yin & Yang),0.0005689833,4.00%,2.2759332e-05
Refo,POSTER (Yin & Yang),0.0094606216,4.00%,0.000378424864
Refo,POSTER (Yin & Yang),0.0008720851,4.00%,3.4883404e-05
Ermete Diara,Se fisso il cielo,0.000481665,0.00%,0.0
Lanyard,Stanco,0.0004351478,15.00%,6.527216999999999e-05
Lanyard,Stanco,7.59214e-05,15.00%,1.138821e-05
Lanyard,Stanco,0.0001518437,15.00%,2.2776554999999998e-05
Lanyard,Stanco,0.0001518437,15.00%,2.2776554999999998e-05
Lanyard,Stanco,0.0003036866,15.00%,4.5552989999999995e-05
Lanyard,Stanco,0.0002277651,15.00%,3.4164765e-05
Lanyard,Stanco,0.0002277651,15.00%,3.4164765e-05
Kuzu featuring GIUMO,Situazioni Distinte,0.0015886553,0.00%,0.0
Pseudospettri,Summertape,0.0014449942,30.00%,0.00043349826000000003
Pseudospettri,Summertape,0.0033716534,30.00%,0.00101149602
Pseudospettri,Summertape,0.0006504286,30.00%,0.00019512858
Pseudospettri,Summertape,0.0033280053,30.00%,0.00099840159
Pseudospettri,Summertape,2.9093e-05,30.00%,8.7279e-06
Pseudospettri,Summertape,0.0006504286,30.00%,0.00019512858
Pseudospettri,Summertape,0.0013346348,30.00%,0.00040039043999999996
Pseudospettri,Summertape,0.0026624038,30.00%,0.00079872114
Pseudospettri,Summertape,0.0017047891,30.00%,0.00051143673
Pseudospettri,Summertape,0.0023590663,30.00%,0.00070771989
Pseudospettri,Summertape,0.0027989374,30.00%,0.00083968122
Pseudospettri,Summertape,5.76067e-05,30.00%,1.728201e-05
Pseudospettri,Summertape,5.76067e-05,30.00%,1.728201e-05
Pseudospettri,Summertape,0.0020322962,30.00%,0.00060968886
Pseudospettri,Summertape,6.6822e-06,30.00%,2.00466e-06
Pseudospettri,Summertape,0.0006820865,30.00%,0.00020462595
Pseudospettri,Summertape,0.0043981164,30.00%,0.00131943492
Pseudospettri,Summertape,0.0043981164,30.00%,0.00131943492
Pseudospettri,Summertape,0.0043981164,30.00%,0.00131943492
Pseudospettri,Summertape,0.0043981164,30.00%,0.00131943492
Pseudospettri,Summertape,0.0043981164,30.00%,0.00131943492
Pseudospettri,Summertape,0.0023938306,30.00%,0.00071814918
Pseudospettri,Summertape,0.01319435,30.00%,0.003958305
Pseudospettri,Summertape,0.0024104218,30.00%,0.00072312654
Pseudospettri,Summertape,0.004787661,30.00%,0.0014362983
Pseudospettri,Summertape,0.0337459093,30.00%,0.01012377279
Pseudospettri,Summertape,0.0005712456,30.00%,0.00017137368000000002
Pseudospettri,Summertape,0.0071496304,30.00%,0.00214488912
Pseudospettri,Summertape,0.0037058899,30.00%,0.00111176697
Pseudospettri,Summertape,0.1011566837,30.00%,0.03034700511
Pseudospettri,Summertape,0.0173240555,30.00%,0.00519721665
Pseudospettri,Summertape,0.0043981164,30.00%,0.00131943492
Pseudospettri,Summertape,0.0043981164,30.00%,0.00131943492
Pseudospettri,Summertape,0.0034648108,30.00%,0.0010394432399999998
Pseudospettri,Summertape,0.0120521109,30.00%,0.00361563327
Pseudospettri,Summertape,0.01319435,30.00%,0.003958305
Pseudospettri,Summertape,0.001852945,30.00%,0.0005558834999999999
Pseudospettri,Summertape,0.0034648108,30.00%,0.0010394432399999998
Pseudospettri,Summertape,0.0087962336,30.00%,0.00263887008
Pseudospettri,Summertape,0.0071837146,30.00%,0.00215511438
Pseudospettri,Summertape,3.89351e-05,30.00%,1.168053e-05
Pseudospettri,Summertape,0.0021196711,30.00%,0.00063590133
Pseudospettri,Summertape,0.002605284,30.00%,0.0007815852
Pseudospettri,Summertape,0.0006606616,30.00%,0.00019819848
Pseudospettri,Summertape,0.0004370114,30.00%,0.00013110341999999998
Pseudospettri,Summertape,1.44638e-05,30.00%,4.33914e-06
Pseudospettri,Summertape,0.0039331042,30.00%,0.00117993126
Pseudospettri,Summertape,0.0004370114,30.00%,0.00013110341999999998
Pseudospettri,Summertape,0.0021850578,30.00%,0.00065551734
Pseudospettri,Summertape,0.0003669227,30.00%,0.00011007681
Pseudospettri,Summertape,0.001568871,30.00%,0.0004706612999999999
Pseudospettri,Summertape,2.89282e-05,30.00%,8.678459999999999e-06
Pseudospettri,Summertape,0.0002260134,30.00%,6.780402e-05
Pseudospettri,Summertape,0.0005883271,30.00%,0.00017649812999999997
Pseudospettri,Summertape,0.0004370114,30.00%,0.00013110341999999998
Pseudospettri,Summertape,7.59214e-05,30.00%,2.277642e-05
Pseudospettri,Summertape,0.0002277651,30.00%,6.832953e-05
Pseudospettri,Summertape,0.0052325091,30.00%,0.0015697527300000001
Pseudospettri,Summertape,0.0017461978,30.00%,0.0005238593399999999
Pseudospettri,Summertape,0.0001518437,30.00%,4.5553109999999997e-05
Pseudospettri,Summertape,0.0002277651,30.00%,6.832953e-05
Pseudospettri,Summertape,0.0026162546,30.00%,0.00078487638
Pseudospettri,Summertape,0.0002277651,30.00%,6.832953e-05
Pseudospettri,Summertape,0.000379608,30.00%,0.00011388239999999999
Pseudospettri,Summertape,7.59214e-05,30.00%,2.277642e-05
Kuzu and Tanca,Tela Bianca,0.000481665,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0043349834,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0003392135,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0033670082,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0051143674,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0014565408,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0026624038,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0058976654,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0021757382,0.00%,0.0
Kuzu and Tanca,Tela Bianca,5.76067e-05,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0015886553,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0061387753,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0175924664,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0099130353,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0107755714,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0006606616,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0013213231,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0003669227,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0004520267,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0017480464,0.00%,0.0
Kuzu and Tanca,Tela Bianca,7.59214e-05,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0079912498,0.00%,0.0
Kuzu and Tanca,Tela Bianca,0.0078487637,0.00%,0.0
b.estye featuring VÈRA,un corpo x2,0.0021848119,0.00%,0.0
b.estye featuring VÈRA,un corpo x2,0.0059904091,0.00%,0.0
b.estye featuring VÈRA,un corpo x2,0.0004351478,0.00%,0.0
b.estye featuring VÈRA,un corpo x2,0.0024104218,0.00%,0.0
b.estye featuring VÈRA,un corpo x2,3.89351e-05,0.00%,0.0
Lanyard,POLVERE DI LACRIME,0.0006606616,15.00%,9.909924e-05
Kuzu,Apulia,0.000652107,0.00%,0.0
Kuzu,Apulia,0.0017047891,0.00%,0.0
Kuzu,Apulia,0.0026624038,0.00%,0.0
Kuzu,Apulia,0.0072827054,0.00%,0.0
Kuzu,Apulia,0.0026692696,0.00%,0.0
Kuzu,Apulia,2.9093e-05,0.00%,0.0
Kuzu,Apulia,0.0001781794,0.00%,0.0
Kuzu,Apulia,0.0083968114,0.00%,0.0
Kuzu,Apulia,0.0015886553,0.00%,0.0
Kuzu,Apulia,1.33653e-05,0.00%,0.0
Kuzu,Apulia,0.0015372296,0.00%,0.0
Kuzu,Apulia,0.0007609968,0.00%,0.0
Kuzu,Apulia,0.0175924664,0.00%,0.0
Kuzu,Apulia,0.0138592447,0.00%,0.0
Kuzu,Apulia,0.0024104218,0.00%,0.0
Kuzu,Apulia,0.0033063495,0.00%,0.0
Kuzu,Apulia,0.0014161479,0.00%,0.0
Kuzu,Apulia,0.0010919986,0.00%,0.0
Kuzu,Apulia,0.0026426454,0.00%,0.0
Kuzu,Apulia,1.44638e-05,0.00%,0.0
Kuzu,Apulia,0.0002260134,0.00%,0.0
Kuzu,Apulia,0.0002674724,0.00%,0.0
Kuzu,Apulia,0.0008740228,0.00%,0.0
Kuzu,Apulia,0.0009150602,0.00%,0.0
Kuzu,Apulia,0.0003922175,0.00%,0.0
Kuzu,Apulia,0.003995625,0.00%,0.0
Refo,BLUE,0.005597874,4.00%,0.00022391496
Refo,BLUE,0.0028322958,4.00%,0.000113291832
I miei migliori complimenti,Sabato,0.021608515261158,8.00%,0.00172868122089264
I miei migliori complimenti,Sabato,0.012011812286024,8.00%,0.00096094498288192
I miei migliori complimenti,Sabato,0.004984185236934,8.00%,0.00039873481895472
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,1.0481e-06,8.00%,8.3848e-08
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.02067058409626,8.00%,0.0016536467277008
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.04298041487669,8.00%,0.0034384331901352
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.113935805787554,8.00%,0.00911486446300432
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.804791424564743,8.00%,0.06438331396517943
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.031587259178112,8.00%,0.0025269807342489597
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.039873482362517,8.00%,0.00318987858900136
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.006645580129094,8.00%,0.00053164641032752
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.064062999170158,8.00%,0.00512503993361264
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.00701939117756,8.00%,0.0005615512942048
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.024560237232524,8.00%,0.00196481897860192
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.017679694049832,8.00%,0.00141437552398656
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.005264542822716,8.00%,0.00042116342581728
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.011629765459437,8.00%,0.0009303812367549601
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.023572925119549,8.00%,0.00188583400956392
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.056055124157127,8.00%,0.00448440993257016
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.010529086392704,8.00%,0.00084232691141632
I miei migliori complimenti,Le disavventure amorose di Walter e Carolina,0.003070029327134,8.00%,0.00024560234617072
